tSNE1,tSNE2
-8.595183,4.9379206
-8.284688,5.1356544
-8.88088,4.729195
-7.572078,5.999816
-8.5057,4.9320726
-8.188869,5.151904
-8.640771,4.809452
-8.22185,5.0912304
-7.8372254,5.3987665
-7.828594,5.389017
-7.8838134,5.2928114
-7.8969307,5.290963
-7.445659,5.7642946
-7.134322,6.323958
-7.3382163,5.825661
-6.838224,6.960162
-6.8398137,6.89009
-7.2653227,5.7415648
-6.9159527,6.369978
-6.8070984,6.446666
-6.3464727,7.8030205
-6.6441016,6.8649654
-6.873857,6.2415624
-6.442519,5.6672406
-6.7430434,6.2687125
-6.5367317,5.788573
-6.6821585,6.4098477
-6.3713055,7.6068444
-5.2949314,9.880885
-6.4119115,7.392764
-6.472669,7.016381
-6.353519,7.619615
-6.4210334,7.24436
-6.3798637,7.3504877
-6.394307,6.9062486
-6.3045683,7.577314
-6.0798697,8.762762
-6.274476,7.6768274
-5.95896,9.242807
-6.001846,9.183314
-6.242545,8.059462
-5.611869,10.174186
-6.000755,9.492956
-5.3766937,10.819423
-6.053063,9.428144
-5.8933525,10.130961
-6.2129602,8.815175
-5.938839,10.155285
-6.226399,8.715446
-6.1829357,9.491237
-6.2565317,8.924253
-5.892591,10.665781
-6.1797624,9.690039
-6.2400618,9.819025
-6.0084114,10.7662
-6.3427386,9.784926
-5.94009,11.40738
-6.155847,10.800087
-6.1277943,10.95844
-6.0666213,11.219439
-5.9478955,11.639423
-5.6026883,11.859093
-6.0189633,11.590897
-6.1825676,13.596303
-6.0060477,11.660643
-5.504126,11.884154
-5.9657736,12.081819
-6.0352044,11.8635845
-6.1024942,11.762042
-5.8854756,12.974267
-5.9723635,12.219848
-6.05877,12.10655
-5.8501997,13.623888
-5.85792,13.252954
-6.163331,12.070671
-5.9921384,12.444958
-5.8607335,13.023942
-5.8077774,13.915417
-5.7997193,15.147102
-5.808529,13.153573
-5.702527,13.6377535
-5.7177515,13.429386
-5.7451634,15.387994
-5.6698923,14.1278105
-5.583952,15.510959
-5.592523,15.198751
-5.5942917,14.551439
-5.6021795,16.662872
-5.557414,15.9611845
-4.9075174,18.216972
-5.540921,15.37853
-5.538794,15.167363
-5.5107484,15.567766
-5.482765,15.986723
-5.31984,16.616673
-5.3012457,16.276348
-5.383635,15.385771
-5.2031636,17.04493
-5.2066207,16.299864
-5.099204,16.576143
-5.1802883,15.884741
-4.798121,17.272953
-5.0414143,16.493523
-4.995843,16.51947
-4.756263,17.214445
-4.7007976,17.191124
-4.885278,16.736477
-3.6792178,18.508036
-4.7729955,16.911993
-4.6934285,17.020767
-4.118589,17.745024
-3.7236505,18.158361
-3.7041442,18.145704
-4.63749,16.736221
-4.377481,17.363398
-4.137404,17.596067
-4.023301,17.714823
-4.4588146,17.084726
-4.022152,17.640932
-3.2767415,18.292933
-3.112257,18.404173
-2.7493038,18.626398
-3.419197,18.144634
-2.8207288,18.457338
-3.3945956,18.013206
-2.001896,18.721441
-2.9647422,18.272688
-2.9115586,18.27978
-3.5040317,17.779844
1.0398993,17.923065
-1.5770528,18.563007
-2.6090448,18.315252
-2.1348937,18.4585
-2.5198088,18.346998
-1.7708082,18.428638
-2.2751184,18.345062
2.3817225,16.699743
-1.2793874,18.350542
-1.514071,18.376446
-1.0942639,18.304
-1.3597454,18.353146
-1.5142919,18.373743
-0.7847326,18.198008
0.25602958,17.7245
-1.182493,18.327074
-0.101830475,17.848627
-0.10501419,17.845701
0.9295595,17.238688
0.3301514,17.561983
-0.7014662,18.147696
-0.16355808,17.860188
-0.51881313,18.063911
0.5269393,17.339458
0.6160026,17.187424
-0.0119237555,17.694967
0.9503227,16.86104
0.98391813,16.83119
0.8664848,16.733873
0.9849663,16.606049
1.1680378,16.400414
0.22336113,17.262932
1.3089375,16.225737
0.9046431,16.56017
1.3145505,16.098915
1.6983359,15.526422
1.8946629,15.333293
1.1709467,16.003838
1.3947868,15.700213
1.4264158,15.603995
1.2639495,15.760966
1.44134,15.4796
1.0604035,15.884375
1.8154151,14.942609
1.7496061,14.936673
1.7183799,14.925461
1.6784277,14.917875
1.2860272,15.256
1.4556293,15.051579
1.8330563,14.4353485
2.4640565,13.191018
2.0927935,13.754819
1.6211816,14.581828
2.0777755,13.616313
1.901271,13.956002
1.6555927,14.418153
1.6549609,14.332219
1.7782902,14.123375
1.6737509,14.20772
1.8726761,13.629615
1.9752036,13.290004
1.9540775,13.222498
1.8706529,13.43744
1.7644004,13.671654
2.0251617,12.856305
1.8442786,13.224285
4.9530473,9.892854
2.0258152,12.760682
5.063918,9.83542
3.332507,10.665883
2.4257839,11.484449
2.867205,10.925282
2.080077,12.427982
2.3519025,11.554516
2.668554,11.035355
2.7137692,10.922559
3.558785,10.189709
2.4142997,11.090023
2.3140376,11.183918
2.4845386,10.802356
2.4529803,10.790474
2.245771,11.258693
3.1107297,9.927857
7.6485567,8.27964
3.6411743,9.585845
7.4119854,8.309109
4.5134487,9.28096
2.6136222,10.265396
2.3610458,10.48808
3.9228828,9.198404
4.2863564,9.094568
2.5651898,10.056916
3.1391304,9.479096
3.2469842,9.411619
2.8500426,9.665238
3.2974498,9.340327
2.5768342,9.950139
3.8342528,8.994458
7.5003715,8.246506
3.0640998,9.154197
6.41024,8.109543
3.7082183,8.760877
3.3914819,8.825267
3.1494215,8.962993
5.3904033,8.008691
4.712874,8.187923
3.462609,8.6291065
5.414623,7.9001145
5.5152254,7.8443313
6.052221,7.8192286
5.5249386,7.808255
3.820395,8.263968
2.9930851,8.678512
3.5605576,8.363237
3.4941313,8.347086
5.2721686,7.7442575
3.8126814,8.155719
4.2048903,7.8950887
4.4189377,7.755254
5.172867,7.4975295
4.775037,7.604902
4.734414,7.5944843
4.6440234,7.616764
5.989126,7.3850827
3.7541356,7.978066
5.2569013,7.310334
4.176642,7.6459045
4.985478,7.296092
4.405653,7.5364876
6.002174,6.794876
5.363549,6.9190464
5.9398026,6.7744193
6.6819067,6.4986734
5.814177,6.724784
6.2307944,6.636225
6.101401,6.6319923
6.420674,6.4684463
5.9688053,6.5636535
6.1098065,6.5139894
6.524559,6.266086
7.8405952,5.607877
8.095847,5.3853383
7.5814786,5.732696
7.0863476,5.98144
6.6669855,6.153307
7.2958393,5.8615417
8.770432,4.42221
7.445584,5.736421
9.887671,2.9824443
7.851639,5.4972444
7.6084514,5.6007905
7.8343353,5.491929
8.957778,4.6944265
9.29611,4.161041
7.988266,5.405318
8.729427,4.9231505
8.446385,5.1445165
8.621077,5.0590787
9.030834,4.800986
9.624643,4.159019
10.598529,2.9728975
8.982848,4.922631
9.584114,4.4809904
9.194638,4.82586
10.780464,3.0650992
15.671978,4.6558137
9.832132,4.302513
9.752092,4.4869857
9.528935,4.6837296
10.220418,4.0799656
10.425034,3.9348204
10.965095,3.5329838
11.056315,3.548697
10.535624,4.0455923
10.397361,4.2098618
10.966808,3.7600448
11.303286,3.3995562
10.095025,4.4858904
10.322915,4.303337
14.718074,4.300998
11.8640995,3.04022
10.819614,4.0119157
11.529661,3.49047
12.681936,3.6706228
11.584967,3.4864023
11.515421,3.652907
12.00998,3.3725524
11.550768,3.6537971
11.76174,3.515649
12.170709,3.3770728
11.609484,3.736422
11.788767,3.602304
11.746565,3.6882968
14.177321,3.8030303
12.003163,3.502598
12.870709,3.3588662
12.972279,3.3713691
13.18873,3.3629708
14.186431,3.6765969
12.289976,3.3086555
12.687494,3.2028837
13.788822,3.3064535
13.293698,3.16322
16.556036,4.4029546
12.973959,3.0582087
13.015961,2.933696
13.659487,3.0527642
15.121014,3.3637588
13.174842,2.8938851
13.698215,3.0154788
13.573502,2.9799209
14.260865,3.060254
14.6194105,3.0727472
13.784007,2.869147
16.978874,4.1720405
15.396036,3.0853662
14.0183525,2.7901347
14.850678,2.9096735
16.903845,3.4262202
16.838936,3.3445935
16.226252,3.1060045
17.46313,3.5058386
17.414238,3.440604
16.95481,3.1606383
16.98583,3.1435938
18.220907,3.7372456
16.35401,2.9913993
17.348387,3.2265718
17.015347,2.2093692
17.070612,2.1963742
19.75748,3.5375228
18.353859,3.455773
17.931973,3.2913656
17.532677,3.027132
18.512434,3.3921862
17.565418,2.9933586
17.637148,2.9747305
18.09229,3.144081
17.871529,3.0202162
17.294683,2.8042295
17.815569,2.9380565
17.832727,2.9212914
18.505054,3.1470802
18.533617,3.0901735
18.452295,3.032904
18.877525,3.1373813
18.265226,2.862153
19.670502,3.048149
19.744284,3.0318334
17.81403,2.6123736
20.310516,2.8120365
19.606031,2.8240075
18.718554,2.725751
20.204733,2.9429493
20.74233,2.7205834
18.580269,2.5892048
20.193714,2.9501505
19.191458,2.7157135
20.697577,2.482506
20.535429,2.4789813
19.856113,2.4565518
19.520239,2.3922815
22.473333,2.4070544
21.26164,2.3647778
20.846163,2.3629181
21.060604,2.3561842
21.55557,2.2203612
21.480957,2.1732545
21.456738,2.1640437
21.21366,2.1770616
21.492914,2.101236
21.950438,2.010042
22.238894,1.9617145
21.982157,1.9600325
21.688646,1.932951
21.889942,1.8546014
21.912422,1.7881639
22.428806,1.6737231
22.433159,1.6675639
22.737104,1.5203003
23.252335,1.3043898
22.777674,1.4759852
22.842241,1.4314859
23.569353,0.9469993
23.91461,0.53261614
23.53327,0.97349656
22.464064,1.4594485
22.748573,1.4068315
23.284136,1.1826311
23.200207,1.2262396
23.426718,1.0574689
23.72697,0.7733079
23.164082,1.2222518
23.110617,1.2364366
23.005821,1.2752665
23.554527,0.93417466
23.226646,1.160205
23.265684,1.1435356
23.250818,1.1470821
