PCA1,PCA2
6.122038749331495,7.232805392276266
8.674857712050885,3.7375413426406565
5.023313915656294,6.470023945507065
5.748877865142296,4.3804463707494055
9.767171784322658,0.9975059991014288
5.468165101561786,4.437648246921883
5.253348192599077,3.5354628214145376
5.586490440068304,4.076172761130029
5.371268625218883,3.9081681684427254
4.407489973314951,4.697522374114707
5.395674505318664,3.426796811638833
6.762871343671,1.9685528810001025
5.133970349089458,3.347872728664296
4.708132611684688,3.7075282141720822
6.151275208443498,2.36545674382827
5.839931053251496,2.698041129115412
4.850009274999595,3.4456017370673675
5.055987941511715,3.3313392529441344
6.0879717783855645,2.2966389125962836
4.754427273077717,3.5369516409124255
3.7373638323788154,4.383379267762336
5.807895690364448,2.1512715513441103
3.719709107750279,3.273912442903157
0.37853951547128767,6.7860102719977835
-1.6109291491204991,8.567167967164476
7.1175915122072375,0.5679311167288867
4.872208071122179,2.4200754660628836
3.8922281541049437,3.5906032320820804
3.306646599645271,3.9333860954989963
2.5927738981992285,4.729987068085188
5.794358326806317,1.5081714374497135
2.447335310615625,4.410787449744934
2.042488932069836,4.9293634397239074
5.188596815079858,2.1521825241708106
6.13398088852696,1.2007426407607376
6.444422926472979,0.8769525205846793
6.47184890935601,0.560889761104664
6.0708871780711915,0.8649792816203794
0.4140601988831448,6.2441734091421015
2.4878992629930683,4.419982960045576
5.048481029220815,1.836066317209211
5.412128228901018,1.700889585260623
-1.404161809138328,7.615913388090326
2.063966128708186,4.315096002317817
2.958457696184755,3.759663479590325
4.366429528997675,2.2084770983476
3.16210200762508,3.2219681296632103
2.830496408028668,3.6105239452564653
3.1392334029194835,3.091092217917891
3.700767662395091,2.965276677733921
3.570243627763921,2.8625200063283978
3.049817867317002,3.419538986302662
4.713808373377028,1.9787809571562875
4.934544553187611,1.6096940829785418
3.4857977998946663,2.869881187359323
3.4607010650111256,2.792943024093992
2.7964806413661414,2.9367837516173836
4.528527255815713,2.0609020826583455
3.9770832994130036,2.2412363141863505
2.27091481051125,3.7997285261554734
3.7016630879321917,2.5243042179251822
3.5595037289371327,2.534736809123662
3.8190236626737764,2.2792530456555435
2.111944128142369,3.665633203149969
1.785114453165176,4.05224461388036
2.716356440342568,3.319616009373691
4.65784643607228,1.1397257509786185
-0.5179507016883037,6.196304134131407
2.4949170515927097,3.274381450344676
2.886208413264008,2.883558812701613
5.720391107033982,0.11367260434436768
6.065032740424217,-0.20738395875757173
3.167596197650425,2.391926294025148
4.246759733479393,1.5863029419252184
2.5870642244957702,3.108123694026139
3.29236619911959,2.3913209976025547
4.067144403302088,1.5742865619218398
3.6780067718948875,1.8763149959181493
4.563460821096192,0.8141697838256168
0.5047680214825536,4.66392780901593
4.1025075592001405,1.4799856048779083
1.9167826751352992,3.4422388861231994
4.161642485991547,0.9926755443016482
2.5158489152484895,2.843988331486763
3.465995227174554,1.7034128950741627
7.767484898403477,-2.314527037415866
1.3438925661735361,3.2194842223976923
2.186259622562392,2.6120308953547653
2.6824597107357335,2.261690034257376
2.5175585282473314,2.564825078528459
3.205582205801783,2.190207015931129
2.7763607977987816,2.4774493048983635
4.508111066402035,0.656722085374214
3.0237187530526155,2.2378479511889924
3.3699172380828784,1.6021399747559526
-0.40281803572387126,5.4046146794545455
3.9323902725341147,1.3868025088250164
5.063516087295206,0.05552900172309314
1.6874144904041286,3.457671836397851
3.67477339179544,1.6215703532036723
3.6906770082771208,1.489763744869039
-0.6380858618700028,4.946716058238767
3.7695274362726927,1.381160723509543
0.3620569873334774,4.352041178632506
7.70510287304564,-2.4955469626112667
0.970830437038309,3.8128859730795335
5.156474402699097,-0.18392571377782144
-1.2784642135701776,4.884638063221446
1.2411416182892794,3.212767878752193
2.649542875976456,1.9384416019366868
2.9182688178541616,1.5427082861024417
3.1953411531077607,1.7130897031065806
3.7333492395945527,0.619612811618216
0.5962627803461906,4.0544478509602575
2.5518779281507524,2.0903528008409715
3.5052849414779246,1.22071949638279
3.710183623183463,0.8450291299070646
4.6613346127490045,0.13994259264064557
3.078205515472948,1.5491718117088396
1.5506212841653086,2.8211009170663983
1.5708996046722032,3.022350178938434
4.3913758166524985,0.16586681423162608
2.8953415770259023,1.7401988263819697
3.1251768875409573,1.51703845657736
