MDS1,MDS2
673.206491335997,-828.8817030264821
664.069057174372,-819.9013719602889
654.5117816797518,-774.6196534658195
661.2856650832848,-549.7642235390946
679.0936850803208,-817.3581198646799
654.7131034910809,-802.6131513535427
631.6762168619113,-779.5429913725612
611.1758818749272,-748.3707877596114
629.2520919222952,-805.1373445531217
628.356532981529,-806.8520394684438
378.6911978179173,-717.763097505145
613.8361580132797,-753.7267599437897
619.19107703241,-785.781243758342
614.1361685182826,-786.4603631299625
574.0049424854014,-714.1655481368607
580.9878416593131,-675.3741177756232
625.1163695457906,-742.6377512155016
540.7232504377221,-673.713063361501
570.2720589763226,-689.6489541922722
591.6892462512349,-702.4386058828496
613.2279266432159,103.84269936630382
543.9123843413996,-659.9265148656428
586.7500367790268,-666.4741644098672
519.775810021375,-627.5067037857611
560.4156824981717,-651.4207665052635
507.1559067595585,-602.974155445328
411.3364317583484,-607.8624764857386
513.9913045341798,-602.7131100349353
459.058734238008,-576.2550433667284
388.52688967001967,-565.0381102460755
487.66168109648714,-573.0640838714884
458.45414157719256,-570.1568517377935
448.38323180671665,-549.1293988019289
442.1400366805293,-548.9421576634675
480.26213197296846,-622.0127612205544
428.3181338470414,-553.2384055046373
422.7395025758949,-538.4455822142193
440.05138883755166,-523.5710414985504
496.0219252784026,-537.1773572341029
429.55571252999806,-519.589362452541
389.79151731283326,-464.2179378222648
315.3921374030708,-484.20823089673667
437.2259859991032,-497.0773520658592
248.81557643191553,-472.236534493122
452.5414713642581,-515.9913872675879
313.2795944358124,-471.9316587112016
381.6603595448071,-472.0369002595455
422.0676423219632,-492.5405928551105
380.9265175451551,-422.062816199984
374.22553449732993,-459.83493167251805
388.50501256031293,-482.2298724048337
439.0749969780359,-477.95510168736564
432.4658450502754,-476.0563702268065
369.6838950784249,-440.422482472208
380.6718281386692,-477.8431522147198
381.1504334196343,-445.5354370911057
295.739148303125,-431.06073377202523
348.8160509649024,-434.7300318339126
366.824943939701,-457.89072685375874
354.7872309862462,-425.11954500146976
378.25803866348133,-437.77740015402213
350.70371325876357,-444.74469428704464
314.58690211730897,-371.1179527434841
368.85856480674965,-439.4708320692343
303.82563257462806,-386.8843581367084
292.95693633905404,-359.92098999002513
322.45765406788604,-392.4232802198264
296.18104905869745,-372.06369439370854
248.86830212752355,-366.86475293482914
304.35157978066707,-379.99374387366254
334.20375532764115,-372.1465667927542
299.7992620642603,-398.91646319714596
241.85836661352187,-334.7340065273094
249.6323917982611,-328.0853669590779
245.5839324369012,-325.95891643822165
302.88464120275,-334.5992245853307
277.1899844855176,-356.6522792263377
266.66346299853404,-323.7846753136851
266.26610740169724,-313.92444167638655
274.1352785834824,-309.9586857845206
232.44623433364313,-286.1252512284136
207.01395285139793,-270.67695739497117
213.2649356316205,-273.6960110451048
210.68447863072896,-257.3145285104073
200.12395526194064,-243.13691939508723
180.13717501538503,-220.07779267092556
156.91437739228255,-119.39349775058382
160.87264722884032,-253.6504413817368
148.84663492903934,-204.98213317468014
160.5611162545704,-251.2065531652608
-90.59196536114996,-154.32644752955662
138.63251435092366,-159.73720920689917
134.5245149274379,-187.58570932264828
133.5079420323316,-126.58074655902713
139.01496327515463,-190.30473325581727
124.778794968541,-171.8183284794547
21.88762235467185,-127.4704944314448
104.8801448294824,-14.261183706286365
101.7422120501724,-161.72714086833727
98.53391158957287,-159.95570538031924
87.56901229122688,-117.88896416884481
99.71157433816136,214.4315601934215
81.40356330640859,-196.3515784329126
71.32240584129336,-105.7381714288911
52.822751531629656,-76.82984644968627
40.20121439005715,25.34330143347555
44.01282158545902,-59.2159045194308
40.12252008683404,-73.91032058566691
38.40391914501646,-67.8583872613766
25.946916597369466,-54.27919286046006
34.54875313286625,-117.41777754607416
11.926793335229695,-33.637580301355975
18.51713537719765,170.60063031281723
10.874266705895225,-25.27572225325084
6.099449799541437,53.88916339242753
16.85809248387304,213.82550330533584
5.245610479057186,-21.74952763323565
3.8418904845126693,-43.602332220843394
2.664883021799875,-11.917518682353327
-5.943781866444461,-18.292021004268037
-171.91389173503742,31.752237004269492
-25.098444591695394,43.83225261416964
-15.216710577245314,-7.621755519450227
-58.39076945022513,43.24267260896841
-183.81343439714917,42.901228146353645
-54.205720425380996,71.92060315540424
-32.14088373239233,-90.49282763569899
-36.22237633025901,9.780316620583857
-31.610943575325468,-18.058028360862483
-32.91892295421689,-72.43047349616809
-42.004305209809246,-18.62745869633197
-53.80116612764593,58.164770389719656
-44.57133795640371,-25.490134173489366
-51.821910519479054,13.919374507712197
-90.7429919940997,80.60005332019573
-105.66655977178286,219.50718458416023
-119.8703320119014,180.3421619840063
-106.55990372271131,91.24802243812412
-121.1122525166265,246.123556622025
-51.57629520965833,85.13203249434466
-135.04012931680302,153.33033522031502
-131.2335691669816,203.17944014822498
-118.9327578841567,58.11454494544822
-134.79710651729445,257.986197009756
-141.4574012352748,112.6524827987359
-167.38663313541622,174.25953508264845
-299.8604684462465,197.00320367028363
-172.84245284658923,140.76018921526318
-183.49496859677947,160.52324519495826
-197.56959905450435,210.76009960221592
-194.92218232877437,150.72897238350012
-199.73715391275883,147.532343619335
-207.27269530691362,262.89771133303066
-206.80597888605672,149.859306023943
-208.57260775694868,181.8396966816044
-212.78350667559607,211.70828950964298
-220.72527312183584,218.94004226438759
-232.29749623369574,246.23286043172706
-229.00006951869375,223.0558540118807
-257.03152220361636,269.7395413209962
-237.24623274125148,207.5084470170869
-284.9154607372051,290.5145091442534
-250.79864565224665,284.3862075735073
-323.6046467796294,308.6234808740878
-247.9545813040874,271.86024703236626
-275.2182570601229,313.74198394800624
-278.1397503973381,318.72463625592223
-257.7224595756469,308.17593800581733
-337.09142404035396,338.1204602607265
-237.88131030366708,320.5387177963398
-307.3218925180979,350.5170154709299
-326.5654329522753,371.2158444897903
-322.2733519916044,351.7099280876039
-290.41060386117783,336.0925718962103
-345.7911822268274,377.9041931356637
-314.6177373968478,367.45368303816196
-311.19738271104364,343.34418216283814
-425.6934508804755,395.13754262108176
-355.43872364313614,408.82021694679884
-351.7703499316258,411.0461413940804
-365.6726670026469,417.74619467882593
-389.0557062253975,428.40900936056465
-379.1665221454504,427.4831291301905
-371.1318463435437,604.6996685499752
-380.64052897988347,443.0858963778094
-392.2911337524966,436.84588468483025
-371.1739104293422,441.05573419200033
-391.9397519155653,455.75841193425725
-392.53047210663124,447.90720913331944
-390.5724910638995,451.3879533480976
-391.4897476972927,458.03308008753106
-421.40941538900194,537.6995425097828
-453.76598952255677,536.0829539315152
-426.6894064942576,508.00032411648107
-421.4796851004339,455.65523365831893
-441.5130782652877,517.632788150614
-422.98162415797725,476.649873494104
-434.73502152361743,482.4565899979907
-440.59949414627,544.4744448102872
-452.6391748104678,492.21329625420316
-449.4109074833362,545.2820907066747
-421.5101263530352,488.03358752932706
-463.10379987530706,473.968197968959
-456.93843565201365,854.4992876921965
-485.4851127042655,581.3955154888815
-491.5443207728344,540.8662471293095
-487.2748110313714,651.3756059095692
-502.07664738551824,548.6799934511521
-508.65432139534664,521.6349921375266
-501.56052269885123,975.6385566539896
-526.3395094014522,643.2106384095504
-535.9186817191442,634.0764927347202
-537.3469466473613,606.8485884728767
-554.7058481394251,605.9262269116239
-553.1381340257423,650.0453522094925
-544.9986670342392,605.9241211924959
-554.4193102358337,608.0499613543922
-569.3019764075353,686.5571650785097
-566.0097879781304,619.5201933962337
-581.3396893419689,679.0220551028311
-583.7618924456601,746.6433828283118
-597.2383122055844,612.4149499192185
-595.0823211032133,627.1942038342378
-598.8453863623805,641.6571380931333
-607.1785789953275,730.3888786403916
-626.3045810480288,721.4832948579666
-614.6633166208135,666.3321372800091
-631.7480534561809,674.9906682672645
-641.0376712660228,700.4696862822772
-645.5943111964573,706.840345227309
-648.9803048887765,752.28436120175
-655.9160838608627,707.2963106503587
-659.6893463155052,745.9001672725818
-659.3763010825704,777.8547800162772
-656.8138157332062,717.6911487604849
-671.9318159498398,860.2586590351968
-666.1348540177042,748.7238274505022
-672.5663598384338,775.9140874315143
-678.264984985345,723.5591723900392
-681.7163088571097,764.2716651586888
-694.1696394558196,794.6152458942571
-689.1565251100642,799.7782709366655
-692.9852255275479,790.0128455086883
-701.6970411356858,781.663695830961
-707.8703685725596,828.4011870378566
-711.1474838052984,877.9716202228295
-717.6890152666222,831.1065055743491
-716.64460053773,934.7123569803637
-718.513261858782,928.5101142318431
-740.314261655715,812.8053792468984
-749.3839597605737,861.8913298802671
-753.1615090378473,869.7928485275279
-752.0614905329023,992.982461619477
-764.6767928186931,897.2527674633568
-761.7758389707724,846.5458033488667
-715.8881308558499,852.0642208546701
-775.5623548102507,843.9857396157424
-756.3547517987985,848.2029015935653
-774.4082570783836,857.0726962357193
-779.2052605881802,959.2816070118151
-772.5847892342349,1138.4585602240854
-786.7553037238891,935.977675530648
-786.8169685317487,902.3922906182445
-789.9222860853088,952.8457644728287
-790.2736091378694,920.7994074438991
-801.9176294746848,921.0905853981728
-801.4660708813982,885.9898480296544
-817.8739069102035,926.9625642191614
-826.5658936192187,1011.8595031651408
-835.3441069451719,919.3203740524444
-838.8464875421466,1037.7813094009493
-844.9326916573954,1028.8286683928472
-836.0111319797887,949.4959407875594
-842.3796667908455,1121.5926258994625
-867.3265234665279,1038.4145894146916
-1050.4678853108612,1036.8311955619465
-869.3377338613353,1032.8346917203207
-884.2291228654501,1080.7464944345468
-881.2041872612963,975.898522630759
-889.7741120790729,1078.7735245648662
-886.3825967134906,963.9668070693642
-901.5093119622146,1016.2927006134169
-899.3631548971869,971.5050558622646
-948.6995953595705,1079.5325161033406
-908.0662573753476,1027.5287574678098
-918.4443800209159,1030.6664704262516
-924.9937047985136,1104.4197915508266
-938.9829653547042,1012.0400707695742
-959.9028800904099,1137.8347015822224
-934.4362881911463,1094.2855024786675
-935.2785926168353,1105.7153752860754
-958.5239038905121,1111.835928710451
-976.1232265372694,1144.4174024569102
-996.5839337432831,1141.8948781329102
-972.5307514110536,1137.1701349181262
-1142.1647473352155,1154.6125492883539
-977.0551201777088,1141.668270565769
-995.6948093164417,1149.073374498648
-992.3079868858165,1164.0526019473148
-977.949936353181,1154.924352876072
-990.713754010955,1130.8656189240223
-1034.9351659452445,1206.020211125658
-997.1334108690335,1171.0620953727293
-967.2628912057057,1182.6541655511708
-1071.6936152609376,1225.6323527873901
-1063.2170012731563,1206.7071314096158
-941.4570475309952,1196.3761381449035
-984.6826278672842,1203.0796565898268
-1040.881371640977,1212.7138441272834
-1095.0751123535383,1229.8025056243164
-1087.6266070466797,1326.559771077826
-1010.9993046566276,1250.3601742452772
-1038.5798027059832,1259.3232753873563
-1020.4425857920635,1261.7701280166611
-1098.762344214021,1333.7124008324447
-1059.4166109810972,1275.8768371673889
-1124.4800413640535,1323.7598007805743
-1113.0956842578585,1310.0313144981199
-1097.767987741729,1275.5614149925577
-1233.253310809155,1323.8297440551964
-1165.954074806328,1327.3328694355178
-1334.9218592763373,1342.361551363636
-1140.3315239221188,1302.6419808778533
-1123.809944293179,1300.7491918418004
-1137.5237500252024,1318.9905536156166
-1149.1899685185604,1346.3045225127983
-1205.3827197892501,1355.995190170769
-1167.0957772018967,1362.5692349982135
-1125.4210157890338,1319.8299308498908
-1233.5091190506826,1365.4424330174181
-1160.8740441137359,1372.5160134355915
-1175.7342110859286,1385.9113608448476
-1174.6642484535112,1324.2193124767623
-1232.1805734806958,1398.2474128136676
-1168.27351437484,1387.6012464601858
-1160.8070256837912,1397.6636704127723
-1222.3338527406386,1405.6921491816336
-1214.4285029613695,1414.2037472305299
-1175.1672852515064,1407.6945131777932
-1337.9938886518303,1434.3489065731874
-1184.5726110183248,1417.3314014638984
-1192.75039382908,1422.425332224161
-1250.6406761778098,1447.48917387741
-1288.1028469090134,1458.2295884704765
-1281.3790630802562,1465.8978698862722
-1148.2601205841027,1442.6730501027005
-1209.2150903768045,1449.2417024585664
-1227.6211221213275,1461.421900557376
-1243.6552345408825,1460.7436982174106
-1174.08792573607,1455.9431906648035
-1225.0474512676128,1474.7585529594396
-1303.5136604516229,1486.9445761398727
-1317.126601216698,1492.945793917444
-1281.529285243949,1562.7591340514327
-1283.6696567109636,1487.0727491230064
-1328.1800758807142,1510.3919403138561
-1265.4440551902615,1500.6787534708806
-1299.9437671860462,1618.7292837470707
-1294.572161113376,1518.6052597732196
-1290.143687882771,1526.0666505123097
-1220.6958683049884,1523.9317416419465
-1586.3417710655096,1566.9500627484683
-1406.8827680356057,1558.7843441537243
-1298.1737813904342,1544.3915416696823
-1342.2728586820326,1556.9417210746083
-1308.3879237068336,1543.0762649486435
-1352.0984000120886,1580.1078426392219
-1323.683669946772,1549.6826601703729
-1783.8223616613502,1650.5653475371596
-1363.833646331418,1614.821517605204
-1342.3022971538987,1609.0092768508246
-1370.5153965342574,1628.5869368809363
-1366.167312564618,1604.476886513126
-1374.56321837543,1580.5509946573352
-1388.4088321244697,1644.1121254867037
-1447.304490578181,1684.5973617262287
-1372.2410073705644,1616.9522486661344
-1432.7976738821028,1675.0152203617688
-1440.9613804878115,1668.9097505641548
-1545.8946389923647,1685.5991742504889
-1456.2572680473106,1698.9823689024975
-1375.4091463040706,1670.8154443235642
-1433.2093468735768,1675.5014709609218
-1392.2439304571542,1675.9559356844486
-1469.8548073521056,1717.1238367780866
-1477.8733870259966,1728.6563861679754
-1432.766110850856,1701.7716678345323
-1524.7241815901032,1736.9811976229812
-1529.0289077038803,1738.0185305867112
-1491.6172533931583,1765.9734662904282
-1509.4364691769183,1768.4631163185898
-1534.5785403439638,1775.8718999365349
-1416.1359596725551,1764.3013117717435
-1528.3254487087052,1804.481140088242
-1491.1897334835871,1779.3841742713278
-1530.806301462604,1810.7364165516926
-1566.11940814845,1847.7587481894745
-1629.892874507313,1822.032008282734
-1531.6308334900639,1802.4882417538454
-1547.8005856054472,1829.6568460508452
-1563.0627977553333,1825.8851237207516
-1540.6974130321744,1820.8777352055317
-1557.040032624203,1842.1695002429121
-1564.9365068141108,1775.1026121612667
-1626.1469526359551,1852.1273215061706
-1609.3120819193416,1862.7408763448027
-1610.8387010122594,1860.5356018314392
-1593.7166023219766,1873.210788058871
-1530.0365134025371,1875.489308520038
-1586.2910347359878,1853.5278123708238
-1618.4557818018236,1899.4789402962394
-1753.4310766241604,1907.322048274496
-1631.27377159996,1958.5918987434998
-1596.247184400212,1893.3714093368624
-1692.3529267046154,1917.637751688071
-1645.8587855686474,1923.4914554645093
-1592.3277524951393,1913.4019550429703
-1589.9562662577273,1922.8092442839984
-1634.8707595811213,1911.479321828888
-1617.6333287356085,1913.2599284513442
-1659.650671466178,1942.3211842166415
-1671.2822365671566,1964.2918722962993
-1679.3657071863206,1962.8344208184394
-1667.83826342934,1952.0474308534679
-1636.2176936568387,1954.0663088210533
-1688.229050566663,1986.7337514647616
-1645.8307106327352,1988.612914075253
-1707.4062897947556,2278.514488642387
-1689.5645745173476,1993.05812679192
-1707.6620478744007,2302.6641529021554
-1852.0611443240673,2031.592596369592
-1752.2571625996036,2027.125446092949
-1803.7876390163121,2038.040682171032
-1713.7607270130477,1996.3863782697622
-1738.3420707741732,2033.2761547594678
-1741.2110581143509,2078.778606900023
-1749.3352039240303,2082.9668815502664
-1760.5526280235717,2164.060799614568
-1756.7888784479985,2056.5667180039804
-1763.7776025245516,2041.967589608141
-1773.5076034772258,2067.303824540207
-1777.042517615982,2064.2503039731328
-1741.7584574846408,2055.1566584382326
-1808.5416112379578,2124.2528374429357
