MDS1,MDS2
-1768.3964965362961,2669.143435753647
-1842.4341019564613,2141.9656652286744
-1788.2610529547383,2516.478165957967
-1806.6569465900668,2237.433025936046
-1796.1120709526992,2093.5606658941474
-1804.8362956955611,2060.838879761714
-1868.3405319758492,2160.7532853223925
-1899.2391323237116,2158.653955410359
-1822.6436791194053,2084.6110934763483
-1826.8270488930634,2140.0568283660286
-1834.884411302793,2141.4756184465878
-1835.9339317002257,2108.7328176139204
-1838.3432499603466,2146.0120613165873
-1827.1052849890286,2088.2710377599456
-1847.3699440558278,2188.0461599363684
-1836.5523989071146,2539.528374009898
-1863.2194851463723,2125.3382139274154
-2062.5260131668474,2208.672041968289
-1867.951760565793,2176.6534134291187
-1863.4726926214732,2160.7146962513866
-1854.6713155913487,2147.6869687447265
-1879.365106658409,2282.9631250718944
-1880.9630671383725,2238.332930964336
-1873.3003162262457,2167.3965838128884
-1888.265469524508,2284.5673930116022
-1897.2583663054936,2288.190263816592
-1890.817328580199,2343.140894888865
-1893.7764554266184,2293.9688161575064
-1891.8729704376333,2187.7560880418005
-1831.3397134376428,2176.048231869047
-1890.9142323515139,2170.8653038082607
-1898.5923692543654,2163.296064500928
-1904.815591242268,2272.0926849630987
-1902.1287499598554,2184.502180996751
-1918.6592793663526,2203.834301565245
-1924.4585812920957,2216.6065867812886
-1927.9273977471732,2262.312630771979
-1925.2665187119526,2239.3456408565053
-1929.946415475207,2234.3552156860997
-1927.7396712504826,2231.505821716099
-1929.8489163266008,2329.9008829671807
-1932.1422130997273,2167.843764804473
-1940.3439572431596,2267.391346792466
-1947.2108912373321,2196.884403625297
-1947.2784144786815,2248.3142437068364
-1946.83139793015,2213.132407740973
-1975.3425660028065,2312.817679777151
-1977.5184437215223,2259.527798554213
-1978.3140253022777,2305.527904539681
-1991.8064874356874,2364.2043663186732
-1984.1335911639915,2292.174430581434
-1991.9915768831672,2321.2286801022065
-1989.0842117114864,2313.0715815004583
-2001.2960761846543,2335.257164145935
-2003.6252024328642,2291.2116493885974
-2006.5658184728866,2300.916905908589
-2031.7212270134517,2322.0728456973193
-2030.6588182539922,2452.969023930871
-2035.5298595302836,2477.8048549585574
-2040.2570040559947,2422.169365924651
-2045.5869125392837,2368.881639807375
-2045.9174047619101,2324.840906513653
-2047.956963766007,2388.403353017213
-2194.0505043911203,2442.2984264192455
-2066.551656173451,2390.06689199775
-2056.9036643116037,2690.3189324871087
-2088.970083223039,2411.781452078615
-2096.7070114041326,2383.7246566123304
-2100.3897689957103,2401.033531525339
-2119.671433443662,2513.3643009474636
-2116.8226537198543,2568.2675439501645
-2104.577702057963,2413.4895296616355
-2115.7579965908044,2487.6629486451293
-2123.827783610218,2447.057348245119
-2124.7407443053385,2464.0205931016158
-2142.378229438814,2495.493330211549
-2150.1898966380572,2566.3967119285094
-2322.445245254637,2539.7315755671057
-2155.278235793592,2474.1893478947477
-2170.198229612378,2531.3592288045083
-2166.915207085716,2486.5873287209
-2311.507961783278,2560.2089355801263
-2706.1419094151815,2580.155927164367
-2182.019880213235,2547.301574884152
-2189.0165199584644,2529.1301805972516
-2170.3430443880684,2518.3026033410288
-2203.7217470441587,2567.7182322159556
-2199.466004005014,2591.1485106843547
-2259.6685274200904,2597.1522945390166
-2258.542439214328,2605.6027918111895
-2210.9731151893334,2588.7615228954114
-2206.2936974394916,2577.747472028504
-2230.3100442429677,2613.974274196239
-2259.569024912949,2630.661136138791
-2227.128960543672,2527.0608853665576
-2200.2842531812184,2574.670252307713
-2503.0189894408672,2635.920854614471
-2332.1122801738607,2624.3374307748004
-2229.699321060916,2596.7329015406362
-2267.7222613715376,2636.9629328319447
-2264.1204016856295,2727.044090429041
-2266.3193066065623,2641.7658085172575
-2248.93865760872,2645.6065162451778
-2294.644054860533,2654.053618761697
-2248.9719389740962,2647.3961196948458
-2265.5308721980505,2652.877021426305
-2289.5932963181035,2670.337328306048
-2268.3563328465293,2631.88202026568
-2254.003330141657,2660.9857331423914
-2276.52453085072,2635.221717424607
-2303.5027033853316,2803.7198650707346
-2262.311133586436,2671.705068341758
-2319.340567275392,2701.7346047197584
-2335.4026739300652,2695.2162108512175
-2338.7398130250663,2709.2957915470115
-2416.890169928345,2713.7771708290365
-2267.3618422674886,2690.797977338223
-2308.1935542947035,2695.5216870026156
-2361.7590115822595,2739.9475100299333
-2330.8489949780706,2727.281552025357
-2582.6549135888463,2755.375359320345
-2313.266835357003,2713.858632419667
-2344.686200134635,2688.8562342239065
-2342.8730967939077,2748.7461733984123
-2414.591242297253,2791.6480267622524
-2293.1614846335315,2749.0261681928114
-2345.041222776525,2752.605396310725
-2329.046111133652,2753.333362537847
-2373.159274836156,2774.841234897603
-2392.734791547674,2782.2488627957982
-2338.4830397672276,2768.918519974991
-2546.8473895137645,2804.754534805783
-2410.665559724094,2809.7367298706654
-2331.389886407687,2797.423017313869
-2373.6906488492364,2817.604088137414
-2468.373424561745,2844.7308327645696
-2466.3975086264363,2840.7979448291803
-2421.09476504838,2839.9660126077665
-2498.0265772574808,2861.031021885427
-2491.05934967318,2862.4903248726673
-2451.2178492758526,2861.5581513252127
-2450.0844541123383,2864.441194544943
-2546.0387905777366,2873.6762583659824
-2408.4585182945725,2860.4515996184386
-2472.022225242288,2874.3003296186716
-2510.182525844667,2877.712627737941
-2505.5275135694715,2884.5595310557965
-2488.5488089288965,3015.6077042319334
-2528.736403025337,2896.2998620256235
-2500.6135823191116,2892.607966131694
-2464.8630532583056,2894.6681291139785
-2522.10428226586,2912.4943528365498
-2466.1527984181216,2895.504071213644
-2467.7944235737764,2899.726377951329
-2498.026548362274,2907.915312339701
-2479.754270460339,2907.1890734669996
-2436.359238798028,2901.8751281248606
-2471.941944459898,2911.013376908692
-2473.5763827858045,2910.5892277076637
-2518.4450139903056,2918.4163918888985
-2518.581728417796,2921.0262337788085
-2508.5335122578927,2925.0572177063486
-2524.023980066466,2937.1993243072106
-2489.127486175453,2930.807083435485
-2575.0545439560697,2940.444214921101
-2578.280470680487,2942.251862647374
-2446.3986798517326,2933.5480739828654
-2597.8353204736836,2964.5706281902317
-2547.2760037914836,2965.3811580863785
-2521.502722821755,2936.7778510162125
-2571.8401289044286,2973.3103109524773
-2625.408132832938,2974.275137330661
-2537.4810406073716,2915.930676524387
-2566.858414717186,2988.088559274308
-2528.8802638371785,2962.0503885287176
-2585.978651334536,3003.101055323312
-2577.163843926416,2999.616965547573
-2548.990062663657,2986.0537142618173
-2550.1252546020382,2969.8316935970674
-2585.592059442639,3148.124622948851
-2612.1084212905052,3030.9392376729465
-2591.2210456226912,3009.90703522314
-2608.681442919638,3014.2306833924126
-2639.880113903925,3034.930840379787
-2626.249737994355,3038.389013711478
-2630.6740576597113,3031.754345903873
-2627.961278624633,3010.1404950782494
-2619.4647907706126,3044.676651472705
-2656.2999300625775,3061.843846566435
-2658.949019138932,3087.987328685168
-2655.6408011721633,3067.184922857863
-2619.30213603432,3066.964514869414
-2675.2820018386906,3042.9248599382577
-2686.498956685836,3037.0604609957486
-2694.761831044459,3090.2521997338026
-2688.4019828234723,3096.89729648423
-2710.8992890427976,3119.253553951532
-2763.04950663203,3145.6323860491148
-2722.3501537084185,3120.5421701804325
-2726.3164846287887,3126.4972848121274
-2730.596481867478,3253.988527131598
-3001.5895064291467,3218.933704793696
-2738.6274053772854,3245.770384712575
-2738.186341267681,3072.503310244252
-2738.9588201398406,3111.9371807585244
-2745.1814104017644,3189.9161375463823
-2751.5196386561865,3172.108485137213
-2750.0514972478904,3221.3971167279456
-2760.0616007232584,3313.2477767417204
-2744.844795556645,3178.786766322658
-2755.045293061297,3162.4718744599368
-2752.765695867181,3148.736323861936
-2813.4648720587043,3220.9307087889674
-2770.808372726395,3177.887715693785
-2761.435499794534,3195.362184427054
-2758.9012264517796,3193.8614034175116
